temperatura,humedad,alimento,estado,vida_util
30.58,67.19,Platano,Maduro,7
19.89,47.52,Tomate,Deteriorado,1
34.68,75.82,Tomate,Fresco,13
25.15,66.95,Lechuga,Maduro,4
32.47,65.21,Tomate,Fresco,12
33.29,53.77,Lechuga,Deteriorado,1
29.78,68.09,Pollo,Fresco,8
23.49,74.64,Tomate,Deteriorado,1
24.77,84.82,Lechuga,Deteriorado,3
20.1,49.33,Tomate,Deteriorado,1
24.76,44.29,Platano,Fresco,15
33.61,89.4,Tomate,Deteriorado,2
20.08,71.13,Pollo,Maduro,6
18.32,59.51,Pollo,Fresco,14
24.12,56.47,Platano,Maduro,7
22.39,82.74,Platano,Fresco,14
23.59,81.6,Tomate,Fresco,14
24.86,43.3,Platano,Deteriorado,2
19.38,62.85,Lechuga,Fresco,10
18.03,50.59,Pollo,Maduro,5
29.92,72.15,Pollo,Maduro,3
27.41,41.52,Platano,Fresco,10
32.95,51.2,Pollo,Maduro,6
23.44,53.3,Platano,Deteriorado,1
18.43,73.54,Lechuga,Maduro,6
20.43,49.83,Platano,Maduro,3
20.88,53.08,Lechuga,Fresco,12
25.7,87.42,Platano,Maduro,4
31.82,83.27,Lechuga,Maduro,3
31.06,78.02,Tomate,Maduro,4
31.86,53.68,Platano,Maduro,4
25.0,65.6,Pollo,Deteriorado,2
32.04,77.78,Platano,Maduro,4
25.67,76.77,Pollo,Maduro,4
22.6,66.71,Platano,Maduro,4
20.35,55.42,Platano,Maduro,3
24.02,76.52,Lechuga,Maduro,5
24.18,85.32,Platano,Deteriorado,2
18.73,87.99,Pollo,Deteriorado,3
34.02,67.43,Lechuga,Maduro,3
24.66,40.13,Tomate,Deteriorado,1
34.65,41.88,Lechuga,Maduro,7
20.01,63.82,Platano,Deteriorado,2
30.74,85.65,Pollo,Fresco,7
20.89,56.17,Tomate,Deteriorado,2
20.83,40.84,Platano,Fresco,9
18.43,85.55,Pollo,Maduro,6
34.79,52.8,Tomate,Deteriorado,2
34.78,40.5,Pollo,Fresco,12
21.58,82.76,Platano,Deteriorado,2
20.16,75.39,Lechuga,Deteriorado,1
25.51,71.44,Lechuga,Fresco,11
25.55,75.23,Pollo,Deteriorado,1
28.23,62.37,Pollo,Deteriorado,2
19.46,78.98,Pollo,Fresco,11
28.97,55.06,Pollo,Fresco,8
23.26,40.79,Platano,Deteriorado,1
22.27,77.22,Platano,Maduro,5
18.93,80.32,Pollo,Deteriorado,2
28.54,50.9,Tomate,Deteriorado,3
28.37,64.27,Pollo,Deteriorado,2
34.51,73.05,Pollo,Deteriorado,1
24.64,50.68,Tomate,Fresco,14
19.38,63.34,Lechuga,Deteriorado,1
34.23,75.53,Pollo,Maduro,5
31.59,76.03,Pollo,Fresco,9
22.83,76.88,Pollo,Deteriorado,3
25.67,78.91,Tomate,Maduro,3
29.06,61.04,Pollo,Deteriorado,2
30.92,56.53,Tomate,Deteriorado,3
32.82,81.66,Tomate,Deteriorado,1
34.38,47.39,Pollo,Deteriorado,1
23.13,84.52,Pollo,Deteriorado,2
33.52,43.68,Lechuga,Deteriorado,3
18.78,73.64,Platano,Fresco,15
30.78,50.39,Tomate,Fresco,8
27.72,42.77,Pollo,Maduro,4
22.93,49.74,Pollo,Deteriorado,3
34.74,60.1,Platano,Fresco,10
18.09,41.18,Lechuga,Fresco,7
20.49,67.46,Tomate,Deteriorado,2
33.75,79.32,Platano,Maduro,4
23.46,41.93,Lechuga,Fresco,12
31.77,81.86,Platano,Fresco,10
32.69,67.83,Platano,Fresco,9
23.63,65.01,Pollo,Maduro,6
31.5,62.7,Platano,Fresco,13
25.35,74.6,Lechuga,Deteriorado,2
19.15,80.76,Tomate,Maduro,3
18.11,60.31,Pollo,Fresco,12
24.51,88.86,Lechuga,Deteriorado,2
33.63,71.78,Lechuga,Fresco,15
22.8,71.54,Pollo,Maduro,3
29.23,48.39,Pollo,Fresco,15
19.33,55.18,Platano,Maduro,3
34.74,86.85,Tomate,Fresco,9
26.02,64.54,Lechuga,Deteriorado,2
20.23,45.48,Lechuga,Deteriorado,1
26.67,55.18,Pollo,Deteriorado,3
31.14,59.35,Pollo,Maduro,3
34.27,62.11,Lechuga,Fresco,8
25.0,88.35,Pollo,Deteriorado,1
25.39,85.32,Tomate,Maduro,6
21.78,82.2,Pollo,Maduro,5
18.97,64.99,Tomate,Maduro,3
19.36,64.78,Pollo,Maduro,7
31.52,63.8,Platano,Fresco,7
28.8,72.44,Platano,Maduro,3
28.89,48.5,Tomate,Maduro,6
30.9,80.38,Tomate,Fresco,13
30.72,62.16,Pollo,Deteriorado,1
28.02,84.07,Lechuga,Deteriorado,3
22.11,60.69,Lechuga,Deteriorado,2
19.72,56.2,Tomate,Deteriorado,2
30.49,54.87,Pollo,Deteriorado,1
31.27,65.08,Pollo,Deteriorado,1
23.76,47.48,Pollo,Fresco,15
19.9,78.57,Lechuga,Fresco,15
27.87,86.78,Platano,Deteriorado,1
34.57,84.96,Lechuga,Fresco,15
24.33,76.37,Platano,Deteriorado,1
19.04,52.43,Platano,Maduro,7
34.78,77.48,Lechuga,Deteriorado,2
33.28,85.91,Pollo,Deteriorado,1
30.62,87.7,Platano,Deteriorado,2
30.63,87.91,Pollo,Deteriorado,3
34.69,89.86,Pollo,Maduro,6
34.05,43.92,Lechuga,Fresco,10
26.99,59.47,Tomate,Maduro,4
25.59,71.16,Platano,Maduro,6
33.94,41.82,Lechuga,Fresco,11
29.8,61.07,Pollo,Maduro,6
21.19,66.64,Tomate,Deteriorado,1
20.63,88.85,Pollo,Fresco,12
20.83,46.55,Platano,Fresco,11
19.84,74.62,Tomate,Fresco,13
30.29,48.71,Tomate,Deteriorado,3
22.44,75.2,Pollo,Fresco,13
23.06,50.83,Lechuga,Fresco,10
30.75,51.22,Lechuga,Deteriorado,3
18.25,44.87,Lechuga,Fresco,9
25.99,66.48,Tomate,Maduro,5
20.07,58.87,Pollo,Deteriorado,1
25.95,89.15,Lechuga,Deteriorado,1
34.46,79.55,Platano,Deteriorado,3
26.22,73.58,Pollo,Deteriorado,2
29.05,61.15,Tomate,Maduro,4
18.78,73.1,Platano,Deteriorado,3
19.94,84.94,Lechuga,Fresco,15
30.92,49.19,Tomate,Deteriorado,3
21.72,84.77,Lechuga,Maduro,4
21.18,62.65,Platano,Deteriorado,2
27.96,63.6,Pollo,Maduro,6
20.54,41.1,Tomate,Maduro,5
20.29,54.19,Pollo,Deteriorado,3
27.24,52.35,Pollo,Maduro,7
31.38,65.42,Lechuga,Fresco,14
27.19,79.91,Tomate,Deteriorado,1
29.59,45.78,Platano,Deteriorado,1
31.2,86.38,Lechuga,Deteriorado,1
20.05,69.08,Pollo,Maduro,4
28.84,48.09,Pollo,Maduro,4
19.28,63.99,Platano,Maduro,5
31.2,44.87,Lechuga,Fresco,7
21.84,63.26,Platano,Maduro,4
22.14,66.85,Pollo,Maduro,4
26.69,53.96,Pollo,Fresco,15
23.1,45.21,Pollo,Deteriorado,2
32.63,86.73,Pollo,Fresco,15
23.3,88.23,Tomate,Deteriorado,3
34.59,51.74,Lechuga,Maduro,7
19.47,55.58,Pollo,Deteriorado,1
32.59,86.98,Pollo,Fresco,8
32.01,63.98,Platano,Maduro,6
25.17,41.31,Pollo,Fresco,8
20.74,87.31,Platano,Deteriorado,3
26.93,42.24,Tomate,Maduro,5
23.03,62.14,Pollo,Deteriorado,3
22.81,84.96,Tomate,Deteriorado,3
27.81,72.7,Tomate,Maduro,6
24.57,81.35,Lechuga,Fresco,7
19.43,85.74,Lechuga,Fresco,15
22.98,40.72,Tomate,Maduro,5
19.36,56.33,Pollo,Deteriorado,1
21.7,46.18,Pollo,Maduro,6
34.63,64.84,Platano,Deteriorado,3
25.83,83.84,Lechuga,Maduro,3
24.93,83.75,Tomate,Deteriorado,1
31.44,64.43,Pollo,Deteriorado,1
31.77,44.61,Tomate,Maduro,7
34.7,72.59,Platano,Fresco,13
20.23,77.47,Platano,Maduro,5
23.63,80.02,Pollo,Deteriorado,2
32.74,79.17,Platano,Fresco,12
23.0,88.56,Lechuga,Fresco,13
31.83,88.78,Platano,Maduro,4
26.87,70.67,Lechuga,Deteriorado,1
24.36,56.46,Lechuga,Deteriorado,1
28.25,65.92,Tomate,Fresco,9
27.9,82.81,Platano,Fresco,14
23.7,67.84,Tomate,Maduro,4
31.19,41.89,Lechuga,Deteriorado,2
34.99,47.48,Tomate,Deteriorado,1
28.58,78.93,Lechuga,Deteriorado,2
30.31,57.03,Lechuga,Deteriorado,2
23.23,72.08,Pollo,Deteriorado,2
33.26,80.86,Tomate,Deteriorado,2
26.21,81.05,Platano,Deteriorado,2
27.64,60.86,Lechuga,Fresco,9
23.16,72.58,Platano,Deteriorado,2
27.42,68.23,Tomate,Fresco,10
24.4,84.69,Lechuga,Fresco,12
33.25,60.11,Tomate,Deteriorado,1
27.21,55.67,Lechuga,Fresco,9
25.48,54.38,Lechuga,Deteriorado,3
20.31,76.22,Lechuga,Fresco,13
27.05,68.35,Platano,Fresco,15
25.28,67.24,Tomate,Fresco,9
19.13,41.78,Platano,Deteriorado,1
26.74,62.69,Platano,Maduro,5
25.8,55.91,Tomate,Maduro,5
24.89,81.11,Pollo,Deteriorado,1
23.4,88.25,Tomate,Fresco,9
23.37,83.0,Pollo,Maduro,5
27.58,53.8,Tomate,Maduro,4
33.69,89.31,Platano,Deteriorado,1
24.66,80.78,Tomate,Deteriorado,1
21.73,52.64,Platano,Fresco,9
27.82,63.04,Lechuga,Fresco,11
25.52,74.66,Pollo,Deteriorado,3
26.65,70.82,Platano,Deteriorado,1
31.19,59.2,Platano,Maduro,4
21.24,57.57,Tomate,Deteriorado,3
21.77,89.53,Pollo,Deteriorado,2
33.13,89.77,Platano,Deteriorado,1
18.92,50.84,Platano,Deteriorado,1
22.68,63.0,Platano,Deteriorado,3
19.84,71.81,Pollo,Deteriorado,2
32.69,49.92,Lechuga,Maduro,4
34.13,69.61,Platano,Fresco,15
31.8,62.9,Pollo,Maduro,7
31.0,60.89,Lechuga,Maduro,3
28.12,48.29,Lechuga,Fresco,13
21.39,45.19,Platano,Fresco,12
30.43,53.3,Pollo,Fresco,7
30.11,53.78,Platano,Deteriorado,1
25.65,87.32,Pollo,Deteriorado,3
32.85,63.76,Lechuga,Fresco,7
31.55,52.67,Pollo,Maduro,4
21.36,63.9,Lechuga,Fresco,12
30.01,70.52,Pollo,Fresco,15
25.62,68.81,Tomate,Deteriorado,2
19.37,42.7,Pollo,Fresco,11
31.54,67.49,Platano,Maduro,6
34.64,88.59,Pollo,Deteriorado,1
25.05,42.9,Pollo,Deteriorado,2
27.49,44.65,Tomate,Fresco,13
25.82,83.77,Tomate,Deteriorado,3
20.95,54.37,Pollo,Fresco,11
29.06,50.46,Tomate,Fresco,13
31.57,76.5,Pollo,Deteriorado,3
20.83,89.34,Platano,Deteriorado,1
23.91,81.76,Tomate,Deteriorado,2
31.94,79.82,Pollo,Deteriorado,2
30.27,65.32,Lechuga,Fresco,8
23.48,64.01,Platano,Deteriorado,2
20.97,51.19,Platano,Deteriorado,3
18.32,42.27,Platano,Fresco,8
27.94,43.08,Tomate,Maduro,3
25.31,55.29,Lechuga,Deteriorado,2
31.13,58.14,Platano,Fresco,9
20.08,41.21,Tomate,Maduro,7
23.79,47.82,Tomate,Maduro,3
18.23,80.22,Platano,Fresco,11
18.64,40.0,Lechuga,Deteriorado,1
32.55,85.94,Lechuga,Maduro,3
30.07,57.9,Tomate,Fresco,14
23.88,76.33,Lechuga,Deteriorado,1
28.52,50.21,Tomate,Maduro,7
23.63,69.09,Lechuga,Deteriorado,3
31.45,84.67,Platano,Fresco,15
31.81,45.76,Pollo,Fresco,9
25.12,80.0,Tomate,Maduro,4
29.76,53.75,Tomate,Fresco,12
33.82,55.17,Lechuga,Deteriorado,3
34.06,68.15,Pollo,Maduro,4
30.07,40.41,Pollo,Maduro,5
33.76,47.82,Lechuga,Fresco,15
28.07,84.92,Tomate,Fresco,10
30.98,87.11,Pollo,Deteriorado,3
34.49,63.66,Platano,Maduro,7
34.92,89.27,Platano,Deteriorado,1
25.72,69.64,Platano,Fresco,13
25.98,76.88,Lechuga,Fresco,11
22.52,49.59,Platano,Deteriorado,1
22.69,80.53,Lechuga,Fresco,11
24.9,85.58,Pollo,Fresco,9
27.93,88.93,Pollo,Deteriorado,2
20.05,56.81,Lechuga,Deteriorado,1
19.82,43.19,Tomate,Maduro,3
21.58,76.54,Lechuga,Maduro,4
32.81,87.4,Lechuga,Deteriorado,2
28.23,85.61,Lechuga,Fresco,11
23.8,88.66,Pollo,Fresco,8
32.82,72.67,Lechuga,Deteriorado,3
32.82,45.96,Pollo,Deteriorado,2
30.34,48.52,Platano,Maduro,5
34.88,41.05,Platano,Maduro,6
27.7,72.03,Platano,Deteriorado,2
22.4,54.47,Lechuga,Fresco,8
23.73,42.07,Lechuga,Maduro,3
28.62,59.9,Pollo,Deteriorado,1
30.61,50.21,Platano,Deteriorado,2
34.81,74.76,Lechuga,Maduro,5
25.3,85.57,Platano,Fresco,8
32.89,65.13,Platano,Maduro,4
21.96,64.41,Pollo,Maduro,3
23.6,46.78,Tomate,Fresco,7
25.72,54.45,Pollo,Maduro,4
34.7,48.33,Tomate,Deteriorado,2
27.34,45.61,Pollo,Maduro,7
25.13,70.36,Platano,Deteriorado,1
33.34,75.87,Platano,Deteriorado,1
34.06,62.35,Lechuga,Deteriorado,2
22.35,78.25,Platano,Fresco,7
19.34,77.93,Tomate,Fresco,15
19.12,57.7,Pollo,Deteriorado,2
22.57,77.11,Pollo,Fresco,15
21.15,55.11,Pollo,Deteriorado,3
28.39,78.33,Tomate,Deteriorado,1
28.22,50.48,Platano,Deteriorado,1
24.57,48.56,Lechuga,Maduro,5
26.62,84.48,Lechuga,Maduro,7
30.36,55.95,Tomate,Deteriorado,3
22.52,88.81,Lechuga,Fresco,12
33.95,64.98,Lechuga,Fresco,13
23.8,59.78,Lechuga,Maduro,7
18.59,79.32,Tomate,Deteriorado,3
29.84,51.38,Lechuga,Maduro,4
28.94,84.74,Platano,Fresco,12
27.45,59.53,Tomate,Deteriorado,3
24.93,88.73,Lechuga,Maduro,3
25.52,82.29,Pollo,Fresco,14
23.71,57.8,Platano,Deteriorado,3
22.8,73.35,Tomate,Maduro,5
26.55,50.07,Tomate,Deteriorado,3
23.02,40.81,Pollo,Maduro,4
21.19,42.71,Pollo,Fresco,12
32.55,82.47,Lechuga,Fresco,15
28.4,54.52,Lechuga,Fresco,10
34.64,76.08,Pollo,Maduro,5
24.85,87.84,Lechuga,Fresco,9
22.38,58.89,Lechuga,Fresco,13
28.88,66.32,Pollo,Deteriorado,3
24.97,71.94,Tomate,Maduro,6
33.97,80.39,Platano,Maduro,4
20.38,50.87,Tomate,Deteriorado,3
19.34,62.56,Pollo,Fresco,7
28.39,72.41,Tomate,Maduro,4
27.74,57.48,Lechuga,Deteriorado,2
25.41,71.47,Lechuga,Deteriorado,2
24.75,61.12,Tomate,Maduro,3
25.61,56.01,Lechuga,Maduro,6
26.08,59.44,Lechuga,Fresco,13
24.56,66.52,Pollo,Fresco,11
29.34,83.22,Tomate,Fresco,7
30.06,41.38,Tomate,Deteriorado,2
26.85,64.6,Lechuga,Fresco,7
34.2,65.23,Tomate,Deteriorado,1
32.88,57.46,Pollo,Deteriorado,1
28.75,69.63,Tomate,Fresco,12
21.08,63.61,Tomate,Maduro,4
18.31,61.65,Tomate,Fresco,7
32.68,85.66,Platano,Deteriorado,1
31.29,71.07,Lechuga,Deteriorado,2
23.2,42.6,Lechuga,Maduro,5
25.78,62.99,Tomate,Fresco,12
18.37,75.21,Lechuga,Fresco,11
18.57,40.16,Platano,Deteriorado,1
20.69,73.79,Platano,Deteriorado,3
31.24,76.04,Lechuga,Maduro,6
28.57,84.35,Lechuga,Fresco,7
33.97,46.87,Lechuga,Fresco,9
34.9,72.77,Platano,Maduro,7
33.21,42.06,Platano,Maduro,4
32.02,81.31,Lechuga,Maduro,3
26.23,88.71,Lechuga,Maduro,4
27.08,47.6,Tomate,Maduro,7
26.24,45.03,Tomate,Maduro,7
24.88,79.4,Lechuga,Fresco,14
33.73,79.54,Pollo,Maduro,3
20.9,50.66,Tomate,Maduro,3
23.49,75.73,Pollo,Deteriorado,2
29.7,47.65,Pollo,Deteriorado,1
29.27,43.53,Pollo,Maduro,3
21.33,73.76,Tomate,Fresco,7
21.95,40.42,Tomate,Fresco,11
18.21,58.24,Platano,Maduro,3
23.18,73.88,Lechuga,Fresco,8
24.65,89.26,Platano,Deteriorado,1
28.87,57.82,Tomate,Maduro,7
29.04,69.58,Lechuga,Fresco,12
23.48,72.28,Tomate,Fresco,9
29.23,73.04,Pollo,Fresco,8
25.51,53.74,Tomate,Maduro,7
25.42,76.61,Tomate,Deteriorado,1
21.51,55.82,Pollo,Maduro,6
25.76,77.66,Pollo,Maduro,3
20.74,50.18,Platano,Maduro,5
32.64,55.07,Pollo,Maduro,4
31.44,47.01,Tomate,Maduro,6
26.81,54.79,Platano,Fresco,9
24.54,60.26,Tomate,Fresco,9
33.11,71.21,Platano,Fresco,9
26.81,82.51,Platano,Fresco,11
33.35,53.22,Pollo,Maduro,6
29.76,81.75,Tomate,Deteriorado,3
22.12,76.29,Pollo,Fresco,15
18.26,49.66,Pollo,Deteriorado,3
26.18,75.2,Tomate,Maduro,3
21.16,45.29,Tomate,Fresco,14
24.94,70.21,Lechuga,Deteriorado,3
21.6,75.25,Lechuga,Fresco,12
31.04,61.07,Tomate,Fresco,15
30.11,45.08,Tomate,Maduro,4
34.26,55.12,Platano,Fresco,9
32.69,78.79,Tomate,Deteriorado,3
23.28,69.33,Pollo,Fresco,9
32.98,86.19,Platano,Maduro,7
27.02,41.9,Lechuga,Fresco,12
29.34,43.63,Platano,Fresco,10
20.22,69.51,Pollo,Deteriorado,1
20.55,76.22,Tomate,Fresco,14
20.87,74.0,Platano,Deteriorado,2
27.32,62.64,Tomate,Fresco,9
32.0,56.19,Tomate,Deteriorado,1
22.99,43.41,Platano,Deteriorado,2
34.96,56.55,Platano,Deteriorado,1
22.3,67.99,Pollo,Deteriorado,3
34.07,74.78,Tomate,Fresco,9
34.17,77.01,Tomate,Fresco,12
28.41,65.96,Platano,Deteriorado,3
30.44,87.39,Lechuga,Fresco,9
21.79,56.27,Pollo,Deteriorado,1
24.98,77.82,Pollo,Maduro,4
22.66,69.27,Lechuga,Deteriorado,3
25.81,72.26,Pollo,Fresco,11
24.78,54.78,Platano,Fresco,12
32.26,69.76,Lechuga,Deteriorado,1
24.63,64.26,Platano,Fresco,14
31.29,58.29,Lechuga,Maduro,6
23.51,89.49,Tomate,Fresco,15
27.92,67.17,Tomate,Fresco,13
32.63,56.63,Lechuga,Maduro,4
22.13,46.03,Pollo,Maduro,7
34.36,44.55,Lechuga,Deteriorado,3
30.23,61.03,Platano,Fresco,11
29.31,59.17,Pollo,Fresco,15
27.95,72.01,Tomate,Fresco,14
34.36,55.79,Platano,Maduro,7
25.9,65.25,Pollo,Deteriorado,2
27.42,54.59,Tomate,Fresco,12
26.14,58.71,Lechuga,Deteriorado,3
20.81,52.3,Platano,Deteriorado,3
30.03,59.88,Tomate,Fresco,8
29.66,77.19,Pollo,Maduro,3
32.94,87.47,Lechuga,Deteriorado,3
18.15,76.43,Lechuga,Deteriorado,3
28.38,70.91,Pollo,Fresco,14
31.47,67.08,Lechuga,Fresco,9
20.69,71.14,Lechuga,Fresco,7
31.48,76.29,Pollo,Deteriorado,1
22.99,85.57,Tomate,Deteriorado,3
22.48,71.07,Tomate,Deteriorado,2
30.19,84.81,Platano,Fresco,14
32.56,64.98,Lechuga,Fresco,10
24.0,46.99,Tomate,Deteriorado,2
22.54,47.9,Pollo,Deteriorado,3
29.01,66.61,Tomate,Fresco,8
30.42,77.74,Tomate,Maduro,3
33.37,68.91,Pollo,Deteriorado,2
24.38,47.01,Lechuga,Deteriorado,3
27.65,63.2,Lechuga,Fresco,12
31.27,81.94,Tomate,Maduro,7
21.93,84.46,Tomate,Maduro,5
18.83,50.89,Pollo,Deteriorado,2
21.93,89.32,Platano,Maduro,3
23.97,60.13,Pollo,Maduro,5
19.17,81.42,Lechuga,Deteriorado,2
28.42,84.62,Lechuga,Deteriorado,1
29.66,68.34,Pollo,Deteriorado,2
28.57,61.35,Tomate,Fresco,9
19.44,68.83,Pollo,Maduro,3
31.63,46.68,Platano,Deteriorado,3
18.48,86.92,Pollo,Deteriorado,3
23.87,68.74,Pollo,Fresco,7
23.45,45.74,Lechuga,Fresco,8
34.58,52.47,Lechuga,Fresco,12
23.58,44.05,Lechuga,Deteriorado,2
33.78,50.46,Tomate,Deteriorado,2
20.9,60.1,Pollo,Maduro,5
23.91,72.36,Tomate,Fresco,15
19.15,64.7,Pollo,Fresco,12
18.15,56.92,Platano,Deteriorado,2
24.98,60.6,Platano,Fresco,10
34.44,52.6,Pollo,Fresco,8
20.48,68.47,Lechuga,Maduro,7
26.13,49.02,Platano,Maduro,5
26.16,80.04,Lechuga,Deteriorado,1
29.77,85.67,Tomate,Maduro,6
18.98,63.59,Pollo,Maduro,3
24.5,48.73,Pollo,Fresco,7
34.03,89.4,Platano,Deteriorado,2
31.6,88.72,Pollo,Deteriorado,1
34.01,75.6,Lechuga,Maduro,3
29.32,56.64,Platano,Fresco,12
23.67,73.52,Lechuga,Fresco,12
21.09,89.59,Tomate,Maduro,3
18.77,86.4,Tomate,Deteriorado,2
23.3,78.54,Tomate,Maduro,6
30.37,76.97,Tomate,Deteriorado,3
18.67,86.18,Lechuga,Fresco,8
18.68,81.97,Pollo,Deteriorado,3
24.45,46.95,Tomate,Maduro,7
28.43,75.86,Pollo,Maduro,4
33.56,68.53,Pollo,Fresco,10
32.74,65.1,Tomate,Deteriorado,1
19.54,69.3,Platano,Fresco,7
33.03,72.33,Tomate,Maduro,3
24.45,54.87,Lechuga,Fresco,12
18.38,56.67,Pollo,Fresco,15
21.91,67.25,Lechuga,Deteriorado,3
18.52,58.96,Platano,Fresco,14
30.42,89.82,Platano,Fresco,13
33.78,42.84,Platano,Deteriorado,2
22.83,79.13,Platano,Deteriorado,2
29.63,68.57,Platano,Fresco,10
28.0,84.67,Tomate,Deteriorado,2
22.62,68.04,Tomate,Deteriorado,3
20.75,40.39,Lechuga,Maduro,7
27.54,69.75,Lechuga,Maduro,7
24.04,82.09,Platano,Maduro,3
18.82,81.05,Tomate,Fresco,9
28.58,62.78,Pollo,Maduro,6
21.92,64.69,Tomate,Maduro,4
18.07,63.34,Pollo,Deteriorado,1
31.15,72.33,Lechuga,Maduro,5
28.66,63.93,Lechuga,Fresco,13
27.0,54.05,Pollo,Maduro,3
24.55,65.53,Platano,Maduro,5
32.0,77.7,Pollo,Maduro,6
26.51,75.76,Tomate,Fresco,8
29.66,56.53,Lechuga,Fresco,12
21.32,64.72,Tomate,Deteriorado,3
32.91,89.62,Pollo,Maduro,7
25.48,57.2,Tomate,Fresco,15
28.6,60.88,Tomate,Deteriorado,3
30.98,56.73,Pollo,Fresco,8
22.53,46.68,Tomate,Maduro,3
28.08,78.71,Platano,Maduro,7
26.55,78.08,Lechuga,Maduro,7
28.75,48.85,Pollo,Maduro,4
31.33,46.15,Tomate,Maduro,5
25.56,79.13,Platano,Fresco,10
31.93,84.84,Lechuga,Maduro,6
24.75,71.22,Lechuga,Maduro,6
32.89,87.91,Tomate,Fresco,12
24.82,44.75,Pollo,Deteriorado,1
34.15,68.34,Tomate,Fresco,9
21.6,61.03,Platano,Maduro,5
34.07,43.25,Tomate,Maduro,4
21.25,72.66,Platano,Deteriorado,3
31.06,46.58,Tomate,Maduro,4
26.35,45.44,Pollo,Fresco,9
29.98,66.86,Tomate,Deteriorado,2
26.7,40.12,Tomate,Maduro,5
23.43,56.3,Pollo,Maduro,6
21.79,41.22,Pollo,Maduro,4
33.03,61.08,Tomate,Maduro,7
18.63,46.44,Platano,Deteriorado,3
18.92,77.81,Pollo,Deteriorado,3
34.08,43.19,Lechuga,Deteriorado,2
22.43,77.05,Tomate,Deteriorado,3
32.25,85.12,Platano,Fresco,11
21.64,45.0,Tomate,Maduro,7
21.54,49.19,Lechuga,Maduro,6
34.81,57.06,Platano,Fresco,10
23.74,67.29,Tomate,Maduro,3
33.23,42.55,Tomate,Deteriorado,3
19.09,78.56,Platano,Deteriorado,3
21.63,80.76,Lechuga,Fresco,13
32.39,44.79,Tomate,Maduro,7
33.69,67.41,Platano,Maduro,3
32.45,72.83,Pollo,Maduro,6
24.69,74.92,Pollo,Deteriorado,3
30.29,75.37,Lechuga,Maduro,7
28.68,45.22,Platano,Maduro,6
32.3,89.76,Platano,Deteriorado,3
19.67,60.6,Lechuga,Deteriorado,2
19.48,80.66,Pollo,Fresco,10
26.92,81.63,Pollo,Maduro,6
21.46,66.66,Pollo,Maduro,5
26.86,45.07,Tomate,Deteriorado,1
31.4,55.71,Pollo,Maduro,6
29.2,79.18,Pollo,Maduro,4
26.33,87.64,Platano,Fresco,7
29.52,71.69,Platano,Deteriorado,3
30.69,89.1,Platano,Deteriorado,3
32.76,45.81,Platano,Fresco,15
29.17,82.78,Platano,Maduro,3
27.35,56.53,Pollo,Fresco,8
33.99,84.89,Platano,Deteriorado,3
29.44,57.57,Platano,Deteriorado,3
26.13,45.97,Tomate,Deteriorado,2
18.98,62.48,Pollo,Deteriorado,1
31.68,66.76,Platano,Deteriorado,1
28.87,43.01,Lechuga,Maduro,3
31.19,67.84,Platano,Maduro,4
33.39,83.51,Platano,Maduro,7
29.65,57.27,Tomate,Fresco,11
34.14,56.26,Tomate,Fresco,10
30.25,62.64,Lechuga,Maduro,7
29.25,70.96,Lechuga,Fresco,8
31.57,54.72,Pollo,Deteriorado,1
31.1,61.74,Platano,Fresco,13
32.39,73.86,Lechuga,Maduro,7
28.48,49.99,Lechuga,Fresco,11
33.71,70.43,Lechuga,Deteriorado,3
33.66,84.71,Pollo,Fresco,9
19.22,82.96,Lechuga,Fresco,14
27.82,40.89,Tomate,Maduro,3
23.38,59.15,Platano,Deteriorado,1
24.91,45.52,Platano,Fresco,10
31.74,89.25,Lechuga,Maduro,3
20.41,50.39,Tomate,Deteriorado,1
32.25,50.83,Platano,Deteriorado,1
21.27,83.67,Tomate,Fresco,7
18.29,47.39,Pollo,Maduro,6
29.39,86.29,Platano,Deteriorado,1
27.29,52.52,Pollo,Deteriorado,1
24.81,65.6,Tomate,Maduro,7
31.12,67.59,Pollo,Deteriorado,2
24.97,77.41,Lechuga,Maduro,5
28.33,50.91,Lechuga,Deteriorado,1
33.41,41.58,Pollo,Deteriorado,3
20.75,42.4,Tomate,Maduro,7
28.07,58.7,Platano,Deteriorado,2
33.29,42.18,Pollo,Maduro,7
23.83,45.23,Tomate,Maduro,4
28.11,63.37,Platano,Maduro,6
19.05,48.69,Lechuga,Fresco,9
18.12,74.16,Platano,Deteriorado,2
33.56,72.24,Lechuga,Maduro,5
26.49,58.51,Pollo,Maduro,3
30.55,58.77,Pollo,Maduro,4
28.48,76.19,Pollo,Deteriorado,1
28.39,77.95,Tomate,Maduro,5
22.52,62.53,Tomate,Fresco,8
25.18,78.45,Pollo,Deteriorado,2
34.82,84.98,Pollo,Maduro,6
33.93,45.68,Tomate,Fresco,9
34.92,65.54,Platano,Fresco,12
18.85,59.74,Tomate,Fresco,15
30.54,82.83,Platano,Deteriorado,2
26.67,67.29,Platano,Maduro,4
24.14,75.48,Tomate,Deteriorado,2
34.98,51.81,Platano,Maduro,5
25.31,62.04,Lechuga,Deteriorado,1
20.25,43.01,Platano,Deteriorado,3
34.49,44.76,Platano,Fresco,14
23.52,57.61,Platano,Deteriorado,1
28.06,66.39,Tomate,Deteriorado,2
25.29,86.22,Tomate,Maduro,5
25.2,67.68,Platano,Deteriorado,1
